400	646.204
400.04718	658.273
400.09436	653.169
400.14154	643.967
400.18872	653.374
400.2359	657.723
400.28308	647.694
400.33026	647.443
400.37744	662.459
400.42462	657.077
400.4718	657.133
400.51895	652.25
400.56613	646.183
400.61331	653.603
400.66049	644.127
400.70767	649.07
400.75485	646.134
400.80203	648.791
400.84921	647.819
400.89639	652.09
400.94357	642.375
400.99075	639.036
401.03793	642.246
401.08511	649.28
401.13229	649.733
401.17947	651.644
401.22665	647.98
401.27383	642.393
401.32101	646.004
401.36819	642.447
401.41537	640.982
401.46255	636.063
401.5097	643.089
401.55688	641.355
401.60406	641.361
401.65125	642.697
401.69843	639.641
401.74561	640.469
401.79279	635.965
401.83997	649.048
401.88715	643.584
401.93433	631.809
401.98151	633.767
402.02869	649.344
402.07587	644.328
402.12305	639.159
402.17023	638.864
402.21741	638.364
402.26459	642.04
402.31177	647.949
402.35895	646.133
402.40613	639.084
402.45331	640.491
402.50046	654.146
402.54764	647.302
402.59482	641.693
402.642	633.993
402.68918	636.396
402.73636	640.11
402.78354	639.052
402.83072	639.801
402.8779	635.255
402.92508	637.004
402.97226	632.079
403.01944	634.237
403.06662	633.25
403.1138	635.344
403.16098	647.382
403.20816	641.938
403.25534	635.385
403.30252	637.84
403.3497	633.46
403.39688	643.008
403.44406	632.72
403.49121	635.818
403.53839	631.439
403.58557	634.646
403.63275	631.851
403.67993	633.49
403.72711	634.303
403.77429	631.145
403.82147	629.305
403.86865	636.888
403.91583	639.25
403.96301	625.494
404.01019	630.231
404.05737	628.359
404.10455	623.912
404.15173	627.257
404.19891	620.76
404.24609	625.87
404.29327	629.367
404.34045	626.963
404.38763	629.629
404.43478	636.046
404.48196	636.545
404.52914	631.642
404.57632	635.966
404.6235	636.991
404.67068	630.634
404.71786	627.778
404.76505	619.928
404.81223	619.111
404.85941	621.893
404.90659	623.178
404.95377	628.054
405.00095	626.161
405.04813	623.359
405.09531	630.805
405.14249	632.352
405.18967	625.868
405.23685	626.567
405.28403	628.845
405.33121	628.226
405.37839	629.055
405.42554	631.422
405.47272	631.332
405.5199	628.776
405.56708	629.944
405.61426	630.847
405.66144	628.981
405.70862	629.243
405.7558	630.49
405.80298	623.164
405.85016	615.643
405.89734	626.962
405.94452	632.109
405.9917	625.441
406.03888	617.488
406.08606	618.404
406.13324	622.677
406.18042	617.663
406.2276	621.544
406.27478	624.125
406.32196	623.444
406.36914	618.593
406.41629	614.315
406.46347	622.938
406.51065	619.66
406.55783	615.873
406.60501	620.423
406.65219	620.379
406.69937	622.957
406.74655	616.629
406.79373	616.514
406.84091	623.303
406.88809	616.971
406.93527	613.695
406.98245	616.766
407.02963	616.707
407.07681	618.19
407.12399	622.627
407.17117	616.111
407.21835	612.618
407.26553	617.682
407.31271	616.834
407.35989	616.746
407.40704	616.85
407.45422	621.746
407.5014	621.927
407.54858	615.924
407.59576	610.919
407.64294	610.729
407.69012	616.792
407.7373	614.774
407.78448	617.302
407.83167	615.695
407.87885	611.653
407.92603	613.798
407.97321	613.224
408.02039	611.926
408.06757	612.877
408.11475	616.104
408.16193	612.79
408.20911	609.404
408.25629	613.8
408.30347	612.333
408.35065	612.121
408.3978	609.301
408.44498	609.37
408.49216	613.768
408.53934	613.99
408.58652	612.303
408.6337	609.151
408.68088	607.884
408.72806	612.398
408.77524	610.232
408.82242	607.719
408.8696	612.777
408.91678	614.941
408.96396	611.598
409.01114	611.503
409.05832	611.039
409.1055	613.772
409.15268	609.063
409.19986	606.089
409.24704	611.94
409.29422	614.552
409.3414	615.65
409.38855	612.576
409.43573	609.435
409.48291	613.391
409.53009	615.626
409.57727	604.728
409.62445	603.415
409.67163	608.32
409.71881	611.018
409.76599	607.181
409.81317	607.494
409.86035	605.983
409.90753	610.946
409.95471	611.414
410.00189	613.518
410.04907	608.651
410.09625	607.047
410.14343	614.147
410.19061	614.033
410.23779	606.741
410.28497	606.072
410.33215	603.001
410.3793	608.531
410.42648	611.123
410.47366	597.834
410.52084	597.507
410.56802	603.714
410.6152	602.515
410.66238	609.018
410.70956	602.637
410.75674	604.796
410.80392	604.877
410.8511	600.477
410.89828	603.597
410.94547	606.791
410.99265	605.383
411.03983	609.744
411.08701	604.177
411.13419	604.018
411.18137	603.774
411.22855	602.121
411.27573	597.444
411.32288	598.533
411.37006	601.127
411.41724	605.926
411.46442	606.891
